"CONTRATO";"OBJETO_CONTRATO";"NUMERO_SEQUENCIAL_PARALISACAO";"DATA_PARALISACAO";"TERMO_PARALISACAO";"DATA_REINICIO";"TERMO_REINICIO";"NUMERO_DIAS_PARALISADOS";"JUSTIFICATIVA_PARALISACAO"
PJ-00023/2013;REVITALIZAÇÃO SC 474 MASSARANDUBA - VILA ITOUPAVA;1;2013-11-29 00:00:00;"025/2013";;;;
PJ-00090/2013;ANEL DE CONTORNO VIÁRIO DE CRICIUMA (SEGTO 3);1;2014-11-27 00:00:00;"011/2014";2014-12-09 00:00:00;"001/2015";12;
PJ-00098/2013;MANUTENÇÃO GALERIA PLUVIAL;1;2013-10-01 00:00:00;"19/2013";2013-11-20 00:00:00;"003/2013";50;
PJ-00101/2013;URUBICI - GRÃO PARÁ (SEG. 3);1;2015-12-01 00:00:00;"024/2015";2015-12-15 00:00:00;"022/2015";14;
PJ-00101/2013;URUBICI - GRÃO PARÁ (SEG. 3);2;2019-04-01 00:00:00;"004/2019";2019-05-10 00:00:00;"003/2019";39;
PJ-00101/2013;URUBICI - GRÃO PARÁ (SEG. 3);3;2019-09-10 00:00:00;"010/2019";2020-03-05 00:00:00;"007/2020";177;
PJ-00122/2013;CONTORNOS TREVISO/BARRO BRANCO E PONTE R.MÃE LUZIA;1;2015-05-04 00:00:00;"006/2015";;;;
PJ-00126/2013;SUPERVISÃO NOVOS CAMINHOS CATARINENSES;1;2014-07-15 00:00:00;"028/2014";2014-11-03 00:00:00;"024/2014";111;
PJ-00126/2013;SUPERVISÃO NOVOS CAMINHOS CATARINENSES;2;2014-12-17 00:00:00;"041/2014";;;;
PJ-00125/2013;SUPERVISÃO DE OBRAS RODOVIÁRIAS LOTE 01;1;2014-07-15 00:00:00;"027/2014";2014-11-03 00:00:00;"023/2014";111;
PJ-00125/2013;SUPERVISÃO DE OBRAS RODOVIÁRIAS LOTE 01;2;2014-12-17 00:00:00;"040/2014";;;;
PJ-00121/2013;INTERSEÇÃO SC 447 DISTR. IND. JERONIMO SPILLERE;1;2013-10-22 00:00:00;"22/2013";;;;
PJ-00123/2013;CHAPECÓ - GOIO EN;1;2015-03-06 00:00:00;"007/2015";2015-03-24 00:00:00;"006/2015";18;
PJ-00123/2013;CHAPECÓ - GOIO EN;3;2015-06-21 00:00:00;"012/2015-A";2015-09-01 00:00:00;"014/2015";72;
PJ-00123/2013;CHAPECÓ - GOIO EN;4;2015-12-01 00:00:00;"023/2015";2015-12-17 00:00:00;"024/2015";16;
PJ-00158/2013;TANGARA - CAPOS NOVOS;1;2015-10-02 00:00:00;"011/2015";2015-10-13 00:00:00;"009/2015";11;
PJ-00158/2013;TANGARA - CAPOS NOVOS;2;2016-05-10 00:00:00;"003/2016";2016-07-15 00:00:00;"005/2016";66;
PJ-00151/2013;CHAPECÓ - GOIO EN;1;2014-10-08 00:00:00;"007/2014";2014-12-05 00:00:00;"006/2014";58;
PJ-00152/2013;BR 116 - CAMPO BELO DO SUL;1;2015-10-02 00:00:00;"012/2015";2015-10-22 00:00:00;"010/2015";20;
PJ-00153/2013;URUBICI - GRÃO PARÁ (SEGUIMENTOS 2 E 3);1;2016-02-15 00:00:00;"001/2016";2016-07-15 00:00:00;"004/2016";151;
PJ-00153/2013;URUBICI - GRÃO PARÁ (SEGUIMENTOS 2 E 3);2;2017-05-25 00:00:00;"003/2017";2017-11-20 00:00:00;"009/2017";179;
PJ-00114/2013;REVITALIZAÇÃO SC445 ENTR. BR101 - BALN, RINCÃO;1;2014-01-06 00:00:00;"002/2014";2014-02-01 00:00:00;"1/2014";26;
PJ-00107/2013;PONTE S/ RIO SIRIÚ, T. GAROPABA - PAULO LOPES;1;2013-09-23 00:00:00;"016/2013";2014-01-06 00:00:00;"001/2014";105;
PJ-00104/2013;PONTES NA SC-439 (URUBICI - GRÃO PARÁ);1;2013-08-23 00:00:00;"004/2013";2014-10-01 00:00:00;"007/2014";404;
PJ-00104/2013;PONTES NA SC-439 (URUBICI - GRÃO PARÁ);2;2015-02-18 00:00:00;"005/2015";2015-03-18 00:00:00;"004/2015";28;
PJ-00104/2013;PONTES NA SC-439 (URUBICI - GRÃO PARÁ);3;2015-09-18 00:00:00;"019/2015";2015-10-22 00:00:00;"020/2015";34;
PJ-00104/2013;PONTES NA SC-439 (URUBICI - GRÃO PARÁ);4;2016-02-19 00:00:00;"001/2016";2016-03-09 00:00:00;"001/2016";19;
PJ-00104/2013;PONTES NA SC-439 (URUBICI - GRÃO PARÁ);5;2016-12-19 00:00:00;"016/2016";2017-12-19 00:00:00;"015/2017";365;
PJ-00113/2013;REVITALIZAÇÃO SC 108 CRICIUMA - FORQUILHINHA;1;2014-01-20 00:00:00;"010/2014";;;;
PJ-00112/2013;REVITALIZAÇÃO SC405 RIO TAVARES - TREVO DO ERASMO;1;2014-01-20 00:00:00;"009/2014";;;;
PJ-00165/2013;TANGARÁ - CAMPOS NOVOS;1;2016-03-22 00:00:00;ta-002/2016;2016-04-05 00:00:00;"003/2016";14;
PJ-00167/2013;PAINEL - SÃO JOAQUIM (LOTE 10);1;2017-01-27 00:00:00;"001/2017";2017-05-02 00:00:00;"006/2017";95;
PJ-00108/2013;REVITALIZAÇÃO SC350 RIO DO SUL - AURORA;1;2014-07-15 00:00:00;"023/2014";;;;
PJ-00109/2013;REVITALIZAÇÃO CLARAIBA - SÃO JOÃO BATISTA;1;2014-07-15 00:00:00;"024/2014";;;;
PJ-00111/2013;REVITALIZAÇÃO LOTE 5 SÃO JOÃO BATISTA - TIJUCAS;1;2014-07-15 00:00:00;"026/2014";2015-05-11 00:00:00;"13/2015";300;
PJ-00111/2013;REVITALIZAÇÃO LOTE 5 SÃO JOÃO BATISTA - TIJUCAS;2;2016-01-04 00:00:00;"002/2016";2016-05-16 00:00:00;"007/2016";133;
PJ-00110/2013;REVITALIZAÇÃO SC401 NOVA TRENTO - SÃO JOÃO BATISTA;1;2014-07-15 00:00:00;"025/2014";;;;
PJ-00163/2013;ELAB. DE PROJETO - BRAÇO DO NORTE - RIO FORTUNA;1;2013-10-01 00:00:00;"018/2013";2014-03-25 00:00:00;"015/2014";175;
PJ-00116/2013;INTERSEÇÃO DE ACESSO A UNIDADE PRISIONAL DE BRUSQU;1;2014-06-16 00:00:00;"021/2014";;;;
PJ-00189/2013;ITUPORANGA - ENTROC. SC-428 (ACESSO A IMBUIA);1;2015-04-01 00:00:00;"004/2015";2015-04-29 00:00:00;"002A/2015";28;
CO-00022/2013;DUPLICAÇÃO SC401 - INGLESES;1;2014-04-29 00:00:00;Primeiro;;;;
PJ-00195/2013;ENTRONC. SC 479 - ENTRONC. BR 282;1;2016-09-23 00:00:00;"012/2016";2016-10-11 00:00:00;"008/2016";18;
PJ-00203/2013;SÃO LOURENÇO DO OESTE - FORMOSA DO SUL;1;2015-02-26 00:00:00;"001/2015";2015-04-28 00:00:00;"001/2015";61;
PJ-00205/2013;FORMOSA DO SUL - PONTE SOBRE O RIO CHAPECÓ;1;2013-12-01 00:00:00;"005/2013";2014-04-01 00:00:00;"002/2014";121;
PJ-00205/2013;FORMOSA DO SUL - PONTE SOBRE O RIO CHAPECÓ;2;2016-12-20 00:00:00;"014/2016";2017-01-17 00:00:00;"001/2017";28;
PJ-00204/2013;VOLTA TRISTE - MOEMA - ENTROC. SC 112/ ENTROC. SC;1;2016-11-11 00:00:00;"009/2016";2017-01-17 00:00:00;"002/2017";67;
PJ-00215/2013;ENTRONC. SC 112 - DR. PEDRINHO;1;2019-08-16 00:00:00;"008/2019";2019-10-29 00:00:00;"007/2019";74;
PJ-00215/2013;ENTRONC. SC 112 - DR. PEDRINHO;2;2019-11-04 00:00:00;"018/2019";2020-04-28 00:00:00;"024/2020";176;
PJ-00215/2013;ENTRONC. SC 112 - DR. PEDRINHO;3;2020-05-18 00:00:00;"019/2020";2020-10-05 00:00:00;"030/2020";140;
PJ-00215/2013;ENTRONC. SC 112 - DR. PEDRINHO;4;2021-03-15 00:00:00;"006/2021";2021-09-20 00:00:00;"023/2021";189;
PJ-00188/2013;ITUPORANGA - ENTRONC. SC 428;1;2016-12-15 00:00:00;"015/2016";2017-03-15 00:00:00;"005/2017";90;
FC-00001/2013;SCT 486 (SEGUIMENTO ENTRE O KM 20,907  (FISCHER);1;2017-12-20 00:00:00;"001/2017";2018-04-23 00:00:00;"001/2018";124;
PJ-00201/2013;FRAIBURGO - VIDEIRA;1;2015-10-20 00:00:00;"013/2015";2015-12-15 00:00:00;"011/2015";56;
PJ-00201/2013;FRAIBURGO - VIDEIRA;2;2016-07-01 00:00:00;"005/2016";2016-11-01 00:00:00;"008/2016";123;
PJ-00169/2013;VIDEIRA - TANGARÁ;1;2015-12-18 00:00:00;"014/2015";2016-01-04 00:00:00;"001/2016";17;
PJ-00210/2013;REVITALIZAÇÃO LOTE 05 AC-101ª BR101 BETO CARRERO;1;2014-06-13 00:00:00;"020/2014";2014-07-14 00:00:00;"013/2014";31;
PJ-00208/2013;REVITALIZAÇÃO DONA EMMA - WITMARSUM SC340;1;2014-01-20 00:00:00;"011/2014";2014-09-15 00:00:00;"019/2014";238;
PJ-00208/2013;REVITALIZAÇÃO DONA EMMA - WITMARSUM SC340;2;2014-12-17 00:00:00;"038/2014";2015-05-05 00:00:00;"0112015";139;
PJ-00208/2013;REVITALIZAÇÃO DONA EMMA - WITMARSUM SC340;3;2016-01-04 00:00:00;"007/2016";;;;
PJ-00209/2013;REVITALIZAÇÃO LOTE 04 LONTRAS PRESIDENTE NEREU;1;2014-01-20 00:00:00;"012/2014";2014-09-15 00:00:00;"020/2014";238;
PJ-00209/2013;REVITALIZAÇÃO LOTE 04 LONTRAS PRESIDENTE NEREU;2;2014-12-17 00:00:00;"39/2014";2015-05-05 00:00:00;"012/2015";139;
PJ-00206/2013;REVITALIZAÇÃO LOTE 1 SC406 MORRO DAS PEDRAS PANTAN;1;2014-06-16 00:00:00;"022/2014";2015-08-03 00:00:00;"017/2015";413;
PJ-00206/2013;REVITALIZAÇÃO LOTE 1 SC406 MORRO DAS PEDRAS PANTAN;2;2016-01-04 00:00:00;"005/2016";2016-07-19 00:00:00;"010/2016";197;
PJ-00211/2013;REVITALIZAÇÃO LOTE 06 SC437 BR-101 - IMARUI;1;2014-05-02 00:00:00;"018/2014";2014-11-03 00:00:00;"022/2014";185;
PJ-00218/2013;REVISÃO E ATUALIZAÇÃO DE PROJETO SC-108 J. MACHADO;1;2015-09-01 00:00:00;"004/2015";2017-06-01 00:00:00;"009/2017";639;
PJ-00218/2013;REVISÃO E ATUALIZAÇÃO DE PROJETO SC-108 J. MACHADO;2;2017-09-01 00:00:00;"008/2017";2017-11-10 00:00:00;"015/2017";70;
PJ-00166/2013;VIDEIRA - TANGARÁ;1;2017-07-13 00:00:00;"009/2017";2017-10-03 00:00:00;"013/2017";82;
PJ-00230/2013;FRAIBURGO - VIDEIRA;1;2015-10-09 00:00:00;"022/2015";2015-10-26 00:00:00;"021/2015";17;
PJ-00230/2013;FRAIBURGO - VIDEIRA;2;2016-04-01 00:00:00;"003/2016";2016-10-27 00:00:00;"010/2016";209;
PJ-00230/2013;FRAIBURGO - VIDEIRA;3;2017-02-15 00:00:00;"004/2017";2018-03-12 00:00:00;"002/2018";390;
PJ-00244/2013;INTERSEÇÃO SC446 CRICIUMA NOVA VENEZA;1;2014-10-15 00:00:00;"029/2014";2014-12-12 00:00:00;"025/2014";58;
PJ-00227/2013;JARAGUÁ DO SUL - PÉ DA SERRA;1;2015-09-22 00:00:00;"021/2015";2015-09-28 00:00:00;"018/2015";6;
PJ-00227/2013;JARAGUÁ DO SUL - PÉ DA SERRA;2;2016-05-02 00:00:00;"005/2016";2016-05-25 00:00:00;"004/2016";23;
PJ-00227/2013;JARAGUÁ DO SUL - PÉ DA SERRA;3;2016-06-30 00:00:00;"007/2016";2016-10-10 00:00:00;"007/2016";102;
PJ-00060/2013;RUA NOVE DE MARÇO (JOINVILLE);1;2016-04-01 00:00:00;"004/2016";2017-02-06 00:00:00;"003/2017";311;
CT-00002/2013 SDRSJQ;EEB MANOEL DUTRA BESSA;1;2013-07-05 00:00:00;"001";;;3258;
CT-00076/2013 SES;EDIFÍCIO HALLEY;1;2013-02-01 00:00:00;"1º Termo Paralisação";2013-06-30 00:00:00;"1º Termo Reinício";149;
CT-00076/2013 SES;EDIFÍCIO HALLEY;2;2013-10-02 00:00:00;"2º Termo Paralisação";2014-02-01 00:00:00;"2º Termo reinício";121;
TP-00006/2013-SDRBQE;EEB. PADRE JOÃO STOLTE;1;2013-05-29 00:00:00;"01";2013-10-14 00:00:00;"01";138;
CT-00003/2013 SDR BNU;EEB CARLOS TECHENTIN;1;2015-04-01 00:00:00;"01";2015-07-01 00:00:00;"06";91;
CT-00002/2013 SIE;SUPERINTENDÊNCIA REGIONAL DO VALE DO ITAJAÍ;1;2013-04-01 00:00:00;"01";2018-10-01 00:00:00;"019/2018";2009;
CT-00003/2013 SIE;SUPERINTENDÊNCIA REGIONAL DO VALE DO ITAJAÍ;1;2013-04-01 00:00:00;"01";2018-10-01 00:00:00;"020/2018";2009;
CT-00004/2013 SIE;VIAS MUNICIPAIS;1;2013-06-01 00:00:00;"025/2013";2013-07-31 00:00:00;"006/2013";60;
CT-00004/2013 SIE;VIAS MUNICIPAIS;2;2013-08-01 00:00:00;"028/2013";2013-11-01 00:00:00;"008/2013";91;
CT-00326/2013 SES;HOSPITAL FLORIANÓPOLIS (HF);1;2013-06-29 00:00:00;"1º T Paralisação";2013-07-14 00:00:00;"1º Termo Reinício";15;
CT-00010/2013 SIE;RODOVIAS ESTADUAIS;1;2014-03-01 00:00:00;"004/2014";2014-04-30 00:00:00;"009/2014";60;
CT-00010/2013 SIE;RODOVIAS ESTADUAIS;2;2014-10-01 00:00:00;"022/2014";2014-10-15 00:00:00;"019/2014";14;
CT-00010/2013 SIE;RODOVIAS ESTADUAIS;3;2014-12-01 00:00:00;"028/2014";2015-01-15 00:00:00;"002/2015";45;
CT-00013/2013/SED;EEB PROF LAURA LIMA;1;2015-02-06 00:00:00;"01";2015-03-25 00:00:00;"25/03/2015";47;
CT-00013/2013/SED;EEB PROF LAURA LIMA;2;2015-06-12 00:00:00;"12/06/2015";2015-08-24 00:00:00;"001/2015";73;
CT-00015/2013 APSFS;PORTO DE SÃO FRANCISCO DO SUL - DEP - DEPARTAMENTO ESTADUAL DE CAÇA E PESCA;1;2013-05-20 00:00:00;"01/2013";;;3304;
CT-00347/2013 SES;INSTITUTO DE PSIQUIATRIA (HOSPITAL COLÔNIA SANTANA)(DOAÇÃO LEI 17.3762017);1;2013-06-27 00:00:00;"1º Termo Paralização";2013-08-30 00:00:00;"1º Teemo reinício";64;
CT-00347/2013 SES;INSTITUTO DE PSIQUIATRIA (HOSPITAL COLÔNIA SANTANA)(DOAÇÃO LEI 17.3762017);2;2013-09-19 00:00:00;"2º Termo de Paralisa";2014-02-01 00:00:00;"2º Termo de Reinício";134;
CT-00347/2013 SES;INSTITUTO DE PSIQUIATRIA (HOSPITAL COLÔNIA SANTANA)(DOAÇÃO LEI 17.3762017);3;2014-03-01 00:00:00;"3º Termo Paralisação";2014-07-10 00:00:00;"3º Termo Reinício";131;
CT-00001/2013 SDR21;EEB ENG. ERNANI COTRIN;1;2013-06-05 00:00:00;PA 01/2013;2013-06-25 00:00:00;TR 01/2013;20;
CT-00011/2013 SIE;ATERRO DA BAHIA SUL - TERMINAL RITA MARIA;1;2014-04-16 00:00:00;"003/2014";2014-08-13 00:00:00;"013/2014";119;
CT-00080/2013/SJC;PRESÍDIO DO COMPLEXO PENITENCIÁRIO DO VALE DO ITAJAÍ;1;2013-09-06 00:00:00;"01";2013-09-23 00:00:00;"01";17;
CT-00006/2013 SDR21;EEB LINDOLFO COLLOR;1;2013-07-30 00:00:00;TP 01/2013;2013-08-26 00:00:00;TR 01 2013;27;
CT-00019/2013 SIE;VIAS MUNICIPAIS;1;2013-09-18 00:00:00;"029/2013";2014-02-14 00:00:00;"004/2014";148;
CT-00005/2013 SIE;VIAS MUNICIPAIS;1;2014-10-20 00:00:00;"015/2014";2015-06-01 00:00:00;"028/2015";224;
CT-00460/2013 SES;HOSPITAL CELSO RAMOS;1;2014-05-20 00:00:00;"1º Termo Paralisação";2014-07-07 00:00:00;"1º Termo Reinício";48;
CT-00460/2013 SES;HOSPITAL CELSO RAMOS;2;2014-12-10 00:00:00;"2º Termo Paralisação";2015-01-23 00:00:00;"2º Termo Reinício";44;
CT-00009/2013 SIE;VIAS MUNICIPAIS;1;2013-08-01 00:00:00;"026/2013";2014-01-06 00:00:00;"003/2014";157;
CT-00017/2013 SIE;SUPERINTENDÊNCIA REGIONAL DO OESTE;1;2013-07-01 00:00:00;"022/2013";2014-01-13 00:00:00;"001/2014";195;
CT-00013/2013 SIE;VIAS MUNICIPAIS;1;2014-10-01 00:00:00;"12/2014";2015-06-01 00:00:00;"027/2015";243;
CT-00013/2013 SIE;VIAS MUNICIPAIS;2;2016-01-04 00:00:00;"007/2016";2016-03-08 00:00:00;"006/2016";64;
CT-00007/2013-CNV;PRESIDIO REGIONAL DE CAMPOS NOVOS (FUTURAS INSTALAÇÕES);1;2013-08-30 00:00:00;"001/2013";;;3202;
CT-00021/2013 SIE;VIAS MUNICIPAIS;1;2013-11-01 00:00:00;"032/2013";2014-05-09 00:00:00;"005/2014";189;
CT-00021/2013 SIE;VIAS MUNICIPAIS;2;2014-05-15 00:00:00;"013/2014";2015-03-13 00:00:00;"012/2015";302;
CT-00021/2013 SIE;VIAS MUNICIPAIS;3;2015-03-21 00:00:00;"036/2015";2016-06-02 00:00:00;"014/2016";439;
CT-00009/2013 SDR21;EEB PROF PADRE SCHULER;1;2013-08-05 00:00:00;TP 01 2013;2013-08-13 00:00:00;TR 01 2013;8;
CT-00210/2013/SSP;DELEGACIA DE POLICIA REGIONAL;1;2014-01-24 00:00:00;"1";2014-02-14 00:00:00;"1";21;
CT-00010/2013 SDR21;EEB RUBENS DE ARRUDA RAMOS;1;2013-10-04 00:00:00;TA 01 2013;2013-12-19 00:00:00;TR 01 2013;75;
CT-00025/2013 SIE;(AEROPORTO) PREFEITURA MUNICIPAL DE CAÇADOR;1;2014-01-02 00:00:00;"01/2014";2014-12-10 00:00:00;"01/2014";342;
CT-00025/2013 SIE;(AEROPORTO) PREFEITURA MUNICIPAL DE CAÇADOR;2;2015-06-01 00:00:00;"01/2015";2016-11-01 00:00:00;"01/2016";519;
CT-00248/2013/SSP;"26° BATALHÃO DA POLICIA MILITAR";1;2014-02-28 00:00:00;"1";2014-03-01 00:00:00;"1";1;
CT-00026/2013 SIE;VIAS MUNICIPAIS;1;2013-12-06 00:00:00;"031/2013";2014-04-10 00:00:00;"010/2014";125;
CT-00026/2013 SIE;VIAS MUNICIPAIS;2;2014-04-11 00:00:00;"006/2014";2014-11-27 00:00:00;"018/2014";230;
CT-00026/2013 SIE;VIAS MUNICIPAIS;3;2015-02-01 00:00:00;"014/2015";2015-07-01 00:00:00;"031/2015";150;
CT-00010/2013/SED;EEB PLACIDO OLIMPIO DE OLIVEIRA;1;2015-10-02 00:00:00;"02/10/2015";2015-10-06 00:00:00;"06/10/2015";4;
CT-00624/2013 SES;EDIFÍCIO HALLEY;1;2014-12-15 00:00:00;"1º Termo Paralisação";2015-01-15 00:00:00;"1º TErmo Reinício";31;
CT-00624/2013 SES;EDIFÍCIO HALLEY;2;2015-01-16 00:00:00;"2º Termo Paralisação";2015-03-17 00:00:00;"2º Termo Paralisação";60;
CT-00624/2013 SES;EDIFÍCIO HALLEY;3;2015-04-01 00:00:00;"3º Termo Pralisação";2016-03-28 00:00:00;"3º Termo reinício";362;
CT-00624/2013 SES;EDIFÍCIO HALLEY;4;2016-04-13 00:00:00;"4 Termo Paralisação";2017-03-31 00:00:00;"4 Termo Reinício";352;
CT-01151/2013 EPAGRI;EPAGRI / GERÊNCIA REGIONAL DE CHAPECÓ;1;2013-11-26 00:00:00;"1";2014-03-01 00:00:00;"26/2014";95;
CT-00001/2013 SDC;RIO ITAJAÍ DO OESTE - TRECHO TAIÓ;1;2015-08-07 00:00:00;"05/2015";2017-05-12 00:00:00;"12/05/2017";644;
CT-00001/2013 SDC;RIO ITAJAÍ DO OESTE - TRECHO TAIÓ;2;2018-10-25 00:00:00;"2";;;1320;
CT-00002/2013 SDC;RIO ITAJAÍ-MIRIM - TRECHO ITAJAÍ;1;2015-08-07 00:00:00;"06/2015";2016-11-23 00:00:00;Inventário Florestal;474;
CT-00002/2013 SDC;RIO ITAJAÍ-MIRIM - TRECHO ITAJAÍ;2;2016-11-24 00:00:00;aguardando LAP;;;1932;
CT-00030/2013 SIE;RODOVIAS ESTADUAIS;1;2014-12-01 00:00:00;"32/2014";2015-02-13 00:00:00;"010/2015";74;
CT-00024/2013 SIE;VIAS MUNICIPAIS;1;2014-04-07 00:00:00;"005/2014";2014-07-09 00:00:00;"012/2014";93;
CT-00033/2013/SDC;BARRAGEM OESTE MUNICÍPIO DE TAIO;1;2015-07-28 00:00:00;"01";2015-09-08 00:00:00;"01/2015";42;
CT-00033/2013/SDC;BARRAGEM OESTE MUNICÍPIO DE TAIO;2;2015-10-02 00:00:00;"09/2015";2015-10-31 00:00:00;"2";29;
CT-00033/2013/SDC;BARRAGEM OESTE MUNICÍPIO DE TAIO;3;2017-02-01 00:00:00;"01/2017";2017-04-17 00:00:00;"01/2017";75;
CT-00034/2013/SDC;BARRAGEM SUL MUNICÍPIO DE ITUPORANGA;1;2015-07-28 00:00:00;"01";2015-09-08 00:00:00;"02/2015";42;
CT-00034/2013/SDC;BARRAGEM SUL MUNICÍPIO DE ITUPORANGA;2;2015-10-02 00:00:00;"10/22015";2015-10-31 00:00:00;"2";29;
CT-00034/2013/SDC;BARRAGEM SUL MUNICÍPIO DE ITUPORANGA;3;2017-02-01 00:00:00;"02/2017";2017-04-17 00:00:00;"01/2017";75;
CT-00009/2013/SDC;BARRAGEM OESTE MUNICÍPIO DE TAIO,BARRAGEM SUL MUNICÍPIO DE ITUPORANGA;1;2015-07-28 00:00:00;"01";2015-09-08 00:00:00;"03/2015";42;
CT-00009/2013/SDC;BARRAGEM OESTE MUNICÍPIO DE TAIO,BARRAGEM SUL MUNICÍPIO DE ITUPORANGA;2;2015-12-01 00:00:00;"11/2015";2016-02-04 00:00:00;"11/2015";65;
CT-00024/2013SDRJVE;HOSPITAL REGIONAL HANS DIETER SCHMIDT;1;2014-09-29 00:00:00;"01";;;1038;
CT-00020/2013 SDC;RIO ITAJAÍ DO OESTE - TRECHO TAIÓ;1;2015-04-15 00:00:00;"07/2015";;;2609;
CT-00033/2013 SIE;RODOVIAS ESTADUAIS;1;2015-01-01 00:00:00;"1/2015";2015-03-20 00:00:00;"016/2015";78;
CT-00033/2013 SIE;RODOVIAS ESTADUAIS;2;2015-04-01 00:00:00;"07/2015";2015-04-27 00:00:00;"019/2015";26;
CT-00033/2013 SIE;RODOVIAS ESTADUAIS;3;2015-05-01 00:00:00;"010/2015";2015-05-12 00:00:00;"020/2015";11;
CT-00033/2013 SIE;RODOVIAS ESTADUAIS;4;2016-02-01 00:00:00;"008/2016";2016-06-01 00:00:00;"017/2016";121;
CT-00027/2013 SIE;EDIFÍCIO DAS DIRETORIAS;1;2014-09-17 00:00:00;"014/2014";2014-11-10 00:00:00;"016/2014";54;
CT-00027/2013 SIE;EDIFÍCIO DAS DIRETORIAS;2;2014-12-01 00:00:00;"039/2014";2015-10-05 00:00:00;"042/2015";308;
CT-00032/2013 SIE;EDIFÍCIO DAS DIRETORIAS;1;2014-08-21 00:00:00;"010/2014";2015-01-05 00:00:00;"03/2015";137;
CT-00029/2013 SIE;(AEROPORTO) PREFEITURA MUNICIPAL DE CAÇADOR;1;2014-07-01 00:00:00;"009/2014";2015-01-05 00:00:00;"005/2015";188;
CT-00029/2013 SIE;(AEROPORTO) PREFEITURA MUNICIPAL DE CAÇADOR;2;2015-02-02 00:00:00;"008/2015";2015-04-01 00:00:00;"018/2015";58;
CT-00029/2013 SIE;(AEROPORTO) PREFEITURA MUNICIPAL DE CAÇADOR;3;2015-05-01 00:00:00;"024/2015";2015-09-01 00:00:00;"041/2015";123;
CT-00029/2013 SIE;(AEROPORTO) PREFEITURA MUNICIPAL DE CAÇADOR;4;2016-03-01 00:00:00;"025/2016";2017-01-11 00:00:00;"001/2017";316;
CT-00038/2013 SIE;RODOVIAS ESTADUAIS;1;2014-01-17 00:00:00;"007/2014";2014-05-20 00:00:00;"011/2014";123;
CT-00038/2013 SIE;RODOVIAS ESTADUAIS;2;2014-12-01 00:00:00;"30/2014";2015-05-02 00:00:00;"022/2015";152;
CT-00035/2013 SIE;RODOVIAS ESTADUAIS;1;2014-01-07 00:00:00;"008/2014";2014-05-02 00:00:00;"014/2014";115;
CT-00035/2013 SIE;RODOVIAS ESTADUAIS;2;2014-10-03 00:00:00;"040/2014";2015-11-03 00:00:00;"047/2015";396;
PJ-00021/2012;PROJETO SC-108, TR. BR-470 - VILA ITOUPAVA;1;2012-10-09 00:00:00;"018/2012";2013-08-20 00:00:00;"015/2013";315;
PJ-00021/2012;PROJETO SC-108, TR. BR-470 - VILA ITOUPAVA;2;2013-10-01 00:00:00;"021/2013";2013-12-20 00:00:00;"023/2013";80;
PJ-00026/2012;LIMPEZA PLATAFORMA SUPRE VALE;1;2013-02-18 00:00:00;"004/2013";2013-05-07 00:00:00;"003/2013";78;
PJ-00026/2012;LIMPEZA PLATAFORMA SUPRE VALE;2;2014-05-02 00:00:00;"017/2014";2014-09-15 00:00:00;"017/2014";136;
PJ-00027/2012;LIMPEZA PLATAFORMA SUPRE NORTE;1;2013-02-18 00:00:00;"005/2013";2013-04-10 00:00:00;"01/2013";51;
PJ-00027/2012;LIMPEZA PLATAFORMA SUPRE NORTE;2;2014-12-17 00:00:00;"037/2014";2015-02-19 00:00:00;"004/2015";64;
PJ-00027/2012;LIMPEZA PLATAFORMA SUPRE NORTE;3;2016-06-15 00:00:00;"010/2016";2016-07-19 00:00:00;"011/2016";34;
PJ-00022/2012;LIMPEZA PLATAFORMA ESTRADAL SUPRE EXTREMO OESTE;1;2013-02-18 00:00:00;"002/2013";2013-05-08 00:00:00;"004/2013";79;
PJ-00022/2012;LIMPEZA PLATAFORMA ESTRADAL SUPRE EXTREMO OESTE;2;2014-12-17 00:00:00;"035/2014";2015-02-19 00:00:00;"002/2015";64;
PJ-00025/2012;LIMPEZA PLATAFORMA ESTRADAL  SUPRE LITORAL;1;2012-07-16 00:00:00;"014/2012";2012-12-10 00:00:00;t.a. 008/2012;147;
PJ-00025/2012;LIMPEZA PLATAFORMA ESTRADAL  SUPRE LITORAL;2;2014-06-02 00:00:00;"019/2014";;;;
PJ-00023/2012;LIMPEZA PLATAFORMA ESTRADAL  SUPRE OESTE;1;2013-02-18 00:00:00;"001/2013";2013-06-19 00:00:00;"008/2013";121;
PJ-00023/2012;LIMPEZA PLATAFORMA ESTRADAL  SUPRE OESTE;2;2014-12-17 00:00:00;"036/2014";2015-02-19 00:00:00;"003/2015";64;
PJ-00024/2012;LIMPEZA ESTRADAL SUPRE MEIO OESTE;1;2013-02-18 00:00:00;"003/2013";2013-05-07 00:00:00;"002/2013";78;
PJ-00024/2012;LIMPEZA ESTRADAL SUPRE MEIO OESTE;2;2014-04-01 00:00:00;"014/2014";2016-02-24 00:00:00;"003/2016";694;
PJ-00038/2012;LOTE 1: SC-453, TRECHO FRAIBURGO - VIDEIRA;2;2013-01-15 00:00:00;"002/2013";2013-07-22 00:00:00;"011/2013";188;
PJ-00040/2012;LOTE 3: SC-135, TR. TANGARÁ - LUZERNA;1;2013-01-02 00:00:00;"001/2013";2013-04-16 00:00:00;"009/2013";104;
