"CONTRATO";"OBJETO_CONTRATO";"NUMERO_ADVERTENCIA";"DATA_ADVERTENCIA";"DESCRICAO_ADVERTENCIA";"MOTIVO_ADVERTENCIA";"SOLICITACAO_ADVERTENCIA"
CT-00116/2017/SST;CENTRO DE REFERÊNCIA DE ASSISTÊNCIA SOCIAL - CRAS;4;2018-08-06 00:00:00;Inexecução Contratual;"A empresa deverá cumprir o cronograma físico financeiro conforme o estipulado no contrato, executar o serviço ""Instalação provisória de unid. sanit. c/ 5,00m²"", alterar a cor da tinta para branco, pois há um consenso de ser palha entre os gestores e os fiscais.  ";"O cumprimento do cronograma físico financeiro, pois o ritmo está muito lento; A execução o serviço ""Instalação provisória de unid. sanit. c/ 5,00m²""; A alteração da cor da tinta para branco, conforme consta em projeto. "
CT-00116/2017/SST;CENTRO DE REFERÊNCIA DE ASSISTÊNCIA SOCIAL - CRAS;5;2018-08-17 00:00:00;Inexecução contratual ;"em vistoria no dia 23/10/2018 os fiscais verificaram que a empresa não está cumprindo o cronograma físico financeiro conforme o estipulado no contrato, havia apenas dois trabalhadores na obra; a empresa executou em desconformidade com memorial o item rodapé cerâmico pois não serão aceitos peças de piso cerâmico cortados como peças de rodapé; A empresa executou a porta do almoxarifado em desacordo com o projeto (70 cm x 210 cm); Melhorar acabamento da superfície das calçadas";"O cumprimento do cronograma físico financeiro;  retifique os rodapés instalados; retifique a porta do ambiente ""almoxarifado"""
CT-00116/2017/SST;CENTRO DE REFERÊNCIA DE ASSISTÊNCIA SOCIAL - CRAS;6;2018-12-27 00:00:00;Inexecução contratual;"em vistoria no dia 11/12/2018 os fiscais verificaram que a empresa não está cumprindo o cronograma físico financeiro conforme o estipulado no contrato, havia apenas 01 trabalhador na obra; no dia 27/12/2017 foi realizada nova vistoria e não havia trabalhadores na obras; a empresa executou em desconformidade com memorial o item luminária tipo spot, bem como rodapé cerâmico, pois não serão aceitos peças de piso cerâmico cortados como peças de rodapé";que a empresa agilize a execução das etapas faltantes a fim de cumprir o prazo de entrega da obra, bem como retifique os serviços apontados a fim de atender ao especificado em projeto
CT-00116/2017/SST;CENTRO DE REFERÊNCIA DE ASSISTÊNCIA SOCIAL - CRAS;7;2018-12-30 00:00:00;Inexecução contratual;"Que em vistoria no dia 08/02/2018 os fiscais verificaram que não havia trabalhadores na obras; não houve evolução da obra em relação a ultima vistoria";Que a empresa retome as atividades a fim de finalizar a obra
CT-00117/2017/SST;CENTRO DE REFERÊNCIA DE ASSISTÊNCIA SOCIAL - CRAS;1;2018-03-19 00:00:00;ADVERTÊNCIA N° 1/2018;Em visita a construção da edificação do CRAS de Modelo em 19/03/2018 a fiscalização do contrato verificou a inexecução total dos serviços e constatou-se apenas a existência de materiais de construção depositados no local. A contratada não formalizou até o presente momento qualquer solicitação de alteração do objeto do contrato para justificar o atraso.;Cabe à contratada após a assinatura do contrato elencar os possíveis problemas que venham a dilatar o cronograma de execução da obra, e formalizar para a fiscalização uma proposta de alteração do contrato, seja no que tange aos projetos, orçamento e cronograma da obra.
CT-00117/2017/SST;CENTRO DE REFERÊNCIA DE ASSISTÊNCIA SOCIAL - CRAS;2;2018-04-11 00:00:00;ADVERTÊNCIA N° 2/2018 ;"Conforme visita ""in loco"" na data de 10/04/2018 verificou-se que o sistema de infraestrutura que foi executado não está de acordo com o projeto estrutural da obra licitada, onde visivelmente constatou-se números inferiores de ferragens utilizadas. Tendo imagens comprovatórias. ";Solicitamos que de imediato sejam corrigidas as irregularidades e que o projeto seja seguido na sua integralidade.
CT-00117/2017/SST;CENTRO DE REFERÊNCIA DE ASSISTÊNCIA SOCIAL - CRAS;3;2018-04-26 00:00:00;NOTIFICAÇÃO 3;"Pelo descumprimento do contrato 117/2017. A execução dos serviços (laje pré-moldada - piso) encontra-se em desacordo com o contratado/projeto estrutural, sendo executada ?in loco? laje com preenchimento de bloco cerâmico de 8cm + TG8, com capa de concreto de 4 cm e contemplando espessura final de 12cm; Também encontram-se no canteiro de obras prontas as ferragens dos pilares e vigas de cobertura, onde ambos foram elaborados em desconformidade com o contratado/projeto estrutural;";Solicitamos a contratada refazer estes serviços de forma adequada e fiel ao projeto estrutural fornecido, sendo que o não cumprimento possibilita a aplicação das sanções descritas na CLÁUSULA DÉCIMA NONA do contrato 117/2017.
CT-00117/2017/SST;CENTRO DE REFERÊNCIA DE ASSISTÊNCIA SOCIAL - CRAS;4;2018-06-12 00:00:00;ADVERTÊNCIA N° 4/2018 ;Atraso  no  cronograma  de  execução  da  obra;que  a  empresa  amplie  sua  equipe  e  que assim regularize a situação do cronograma da obra que encontra-se atrasada
CT-00118/2017/SST;CENTRO DE REFERÊNCIA DE ASSISTÊNCIA SOCIAL - CRAS;1;2018-04-11 00:00:00;Substituição de material;Em visita a obra foi constatado que o item 96058 do Grupo de Serviço Supraestrutura - laje treliçada com enchimento em bloco cerâmico - está sendo executada em desacordo com o que foi licitado, ou seja, está sendo preenchida com EPS.;Fazer a substituição do EPS por bloco cerâmico.
CT-00118/2017/SST;CENTRO DE REFERÊNCIA DE ASSISTÊNCIA SOCIAL - CRAS;2;2018-04-26 00:00:00;ATRASO NA EXECUÇÃO DA OBRA;"EM VISITA À OBRA DO CRAS EM PONTE ALTA DO NORTE, NO DIA 25/04/2018, CONSTATOU-SE QUE A OBRA NÃO ESTÁ DE ACORDO COM O CRONOGRAMA DE EXECUÇÃO.
NO DIA DA VISITA NÃO TINHA NINGUÉM NO CANTEIRO DE OBRAS.";RETOMAR OS SERVIÇOS DE EXECUÇÃO
CT-00118/2017/SST;CENTRO DE REFERÊNCIA DE ASSISTÊNCIA SOCIAL - CRAS;3;2018-05-10 00:00:00;ATRASO NO ANDAMENTO DA OBRA;CONFORME VISTORIA IN LOCO, CONTATOU-SE QUE A OBRA ENCONTRA-SE PARADA,DESDE 20/04/2018. OCASIONANDO ATRASO PARA CONCLUSÃO DA OBRA.;RETOMAR OS SERVIÇOS URGENTEMENTE. PRAZO PARA RETORNO: 16/05/2018. 
CT-00118/2017/SST;CENTRO DE REFERÊNCIA DE ASSISTÊNCIA SOCIAL - CRAS;4;2018-05-16 00:00:00;ATRASO NA EXECUÇÃO DA OBRA;CONFORME VISTORIA IN LOCO, EM 16/05/2018, PRAZO DADO A EMPRESA PARA RETOMAR AS ATIVIDADES, CONSTATOU-SE QUE NÃO HAVIA NENHUMA EVOLUÇÃO NA EXECUÇÃO DA OBRA.;RETOMAR A EXECUÇÃO DA OBRA, IMEDIATAMENTE.
CT-00118/2017/SST;CENTRO DE REFERÊNCIA DE ASSISTÊNCIA SOCIAL - CRAS;5;2018-06-18 00:00:00;Irregularidades da obra e de funcionários;"Em visita, o responsável técnico da  Prefeitura Municipal de Ponte Alta do Norte, constatou que a ligação de água na obra encontra-se irregular com a fornecedora ( CASAN).
Além disso, os colaboradores não estão em uso dos EPI's e desconhecem se a empresa responsável tem o registro formal como trabalhadores.
";Regularização dos itens listados.
CT-00119/2017/SST;CENTRO DE REFERÊNCIA DE ASSISTÊNCIA SOCIAL - CRAS;1;2018-02-09 00:00:00;Inexecução contratual;A construção não foi iniciada. A contratada não formalizou até o presente momento qualquer solicitação de alteração do objeto do contrato para justificar o atraso.;O início imediato da construção, sendo que o não cumprimento possibilita a aplicação das sanções descritas na CLÁUSULA DÉCIMA NONA do contrato 119/2017.
CT-00119/2017/SST;CENTRO DE REFERÊNCIA DE ASSISTÊNCIA SOCIAL - CRAS;2;2018-04-20 00:00:00;Inexecução Contratual;"Descumprimento do cronograma físico financeiro; Não disponibilidade de diário de obra; Não foi executado o serviço ""Instalação provisória de unid. sanit. c/ 5,00m²""; a obra ainda está na fundação";"A empresa deverá cumprir o cronograma físico financeiro conforme o estipulado no contrato; disponibilizar diário de obra; executar o serviço ""Instalação provisória de unid. sanit. c/ 5,00m²""; executar imediatamente os serviços."
CT-00119/2017/SST;CENTRO DE REFERÊNCIA DE ASSISTÊNCIA SOCIAL - CRAS;3;2018-05-07 00:00:00;Ausência de pessoal na obra;"que a empresa não disponha do seu pessoal na obra; que a empresa mantêm a obra aberta permitindo entrada de pessoas estranhas à obra; que a empresa está executando morosamente a obra";que a empresa acelere a execução da obra a fim de cumprir o cronograma físico financeiro e execute o fechamento de toda obra
CT-00119/2017/SST;CENTRO DE REFERÊNCIA DE ASSISTÊNCIA SOCIAL - CRAS;4;2018-08-15 00:00:00;Serviços  e Materiais em desacordo ;"a empresa instalou a porta P6 - ""Porta de almofada de madeira c/ forra, vistas e ferragens"" com madeira diferente do especificado, pois na composição do item está previsto madeira maciça angelim, além disso, a porta ficou menor que o vão necessitando de duas voltas na chave para fechar; as pingadeiras instaladas não atendem sua função e as boas práticas de engenharia; posicionamento dos vasos sanitários em desacordo com o especificado em projeto; instalação de caixa de gordura em desacordo ";"a empresa deverá substituir a porta; retificar as pingadeiras instaladas; reposicionar os vasos sanitários a fim de atender ao projeto; e reinstalar caixa de gordura em conformidade com o projeto"
CT-00121/2017/SST;CENTRO DE REFERÊNCIA DE ASSISTÊNCIA SOCIAL - CRAS;1;2018-12-31 00:00:00;IRREGULARIDADES DE EXECUÇÃO;PROBLEMAS NA ESTANQUEIDADE DA COBERTURA/INFILTRAÇÕES/PINTURAS COM BOLHAS.;SEJA REALZIADOS NUM PRAZO DE 15 DIAS A SOLUÇÃO DOS PROBELMAS COM A ESTANQUEIDADE DA COBERTURA E CALHAS, REFAZER AS PINTURAS DE TETOS E PAREDES.
CT-00122/2017/SST;CENTRO DE REFERÊNCIA DE ASSISTÊNCIA SOCIAL - CRAS;1;2020-01-13 00:00:00;Obra em atraso;A obra em questão encontra-se em atraso devido ao fato dos serviços terem sido paralisados pela contratada. Desde a publicação de portaria convocando nova fiscalização para a presente edificação (conforme ART 7146259-0) nenhum serviço foi executado, comprometendo a conclusão dos serviços e posterior entrega da obra. ;"Solicita-se que a contratada retome os serviços em um prazo de 5 dias úteis e readéque o cronograma apresentado inicialmente para que a entrega da obra seja realizada sem prejuízos de prazo; caso contrário, a contratada deverá solicitar aditivo de prazo contratual para atender o perfeito cumprimento da execução do contrato."
CT-00126/2017/SST;CENTRO DE REFERÊNCIA DE ASSISTÊNCIA SOCIAL - CRAS;1;2018-02-09 00:00:00;Inexecução contratual;"Inexecução quase que total dos serviços iniciais;Não foram instalados os tapumes nem o abrigo provisório.
A contratada não formalizou até o presente momento qualquer solicitação de alteração do objeto do contrato para justificar o atraso. ";o inicio imediato da construção, sendo que o não cumprimento possibilita a aplicação das sanções descritas na CLÁUSULA DÉCIMA NONA do contrato 126/2017. 
CT-00126/2017/SST;CENTRO DE REFERÊNCIA DE ASSISTÊNCIA SOCIAL - CRAS;2;2018-03-15 00:00:00;Inexecução contratual;"A empresa está executando a obra em ritmo lento, não atendendo ao cronograma físico financeiro vigente; Não foram providenciados os serviços iniciais de tapumes e instalações provisória de unidade sanitária para os funcionários; A capa de laje de piso apresenta emendas e segregação do concreto; Não está disponível na obra o diário de obra; e a empresa não executou as esperas de passagem das instalações elétricas e hidráulicas";"Solicita-se que a empresa aumente o ritmo da execução da obra a fim de cumprir o cronograma físico financeiro; providencie a execução dos serviços iniciais (tapumes e instalações provisória de unidade sanitária); e disponibilize na obra o Diário de Obra"
CT-00126/2017/SST;CENTRO DE REFERÊNCIA DE ASSISTÊNCIA SOCIAL - CRAS;3;2018-04-20 00:00:00;Inexecução Contratual;"Descumprimento do cronograma físico financeiro; Não disponibilidade de diário de obra; O preposto não se encontrava na obra; Não foi executado o serviço ""Instalação provisória de unid. sanit. c/ 5,00m²""; a obra está sem tapumes (colocando em risco a segurança dos usuários e de pessoas que transitam próximo a obra)";"A empresa deverá cumprir o cronograma físico financeiro conforme o estipulado no contrato; disponibilizar diário de obra; executar o serviço ""Instalação provisória de unid. sanit. c/ 5,00m²""; colocar os tapumes; executar o reaterro da fundação "
CT-00126/2017/SST;CENTRO DE REFERÊNCIA DE ASSISTÊNCIA SOCIAL - CRAS;4;2018-09-28 00:00:00;Inexecução Contratual;"A empresa não cumpre o cronograma físico financeiro pois não há equipe com número suficientes de trabalhadores na obra; a obra encontra-se aberta; há infiltrações no sistema de cobertura";que a empresa sane os problemas de infiltrações na obra e finalize todos os serviços restantes
CT-00128/2017/SST;CENTRO DE REFERÊNCIA DE ASSISTÊNCIA SOCIAL - CRAS;1;2018-03-21 00:00:00;Obra sem pessoal;"Na data de 21/03/2018 foi realizado vistoria na obra mas não encontrava-se ninguem no local. A mesma estava sem pessoal. Não foi possível identificar ou mesmo interagir com os responsáveis sobre a evolução da mesma. Observou-se muito material jogado aos arredores da obra, motivo que foram glosados alguns itens de medição. Material jogado no pátio ao lado, como tábuas de madeira com pregos, restos de ferragens, sujeiras, sendo que ao lado da obra encontra-se uma escola. 
";Pede-se que seja retomado as atividades na obra para que a mesma cumpra a rigor o cronograma de execução. Fica também registrado o pedido para que o canteiro de obras seja permanentemente limpo e organizado, ainda mais com um ambiente escolar frequentado por crianças a qual podem entrar no ambiente de obra e se ferir. Substituir o tapume existente pelo solicitado em projeto. 
CT-00128/2017/SST;CENTRO DE REFERÊNCIA DE ASSISTÊNCIA SOCIAL - CRAS;2;2018-04-10 00:00:00;Obra paralisada;Em visita realizada na data de hoje (10/04/2018) não foi encontrado colaboradores no local, sendo que sua condição está na mesma proporção da última medição.;Solicita-se que no prazo de 05 dias seja retomado os serviços para atenção ao cronograma proposto. Medição mês de Março/2018 ficou zerada sem avanços.
